0,1,414,1973,Nixon
1,2,414,1973,Nixon
2,3,414,1973,Nixon
3,3,414,1973,Nixon
4,4,414,1973,Nixon
5,4,414,1973,Nixon
6,5,414,1973,Nixon
7,6,414,1973,Nixon
8,7,414,1973,Nixon
9,8,414,1973,Nixon
10,8,414,1973,Nixon
11,9,414,1973,Nixon
12,10,414,1973,Nixon
13,11,414,1973,Nixon
14,12,414,1973,Nixon
15,13,414,1973,Nixon
16,14,414,1973,Nixon
17,15,414,1973,Nixon
18,16,414,1973,Nixon
19,17,414,1973,Nixon
20,18,414,1973,Nixon
21,19,414,1973,Nixon
22,20,414,1973,Nixon
23,21,414,1973,Nixon
24,22,414,1973,Nixon
25,23,414,1973,Nixon
26,24,414,1973,Nixon
27,25,414,1973,Nixon
28,26,414,1973,Nixon
29,27,414,1973,Nixon
30,28,414,1973,Nixon
31,29,414,1973,Nixon
32,30,414,1973,Nixon
33,31,414,1973,Nixon
34,32,414,1973,Nixon
35,33,414,1973,Nixon
36,34,414,1973,Nixon
37,35,414,1973,Nixon
38,36,414,1973,Nixon
39,37,414,1973,Nixon
40,38,414,1973,Nixon
41,39,414,1973,Nixon
42,40,414,1973,Nixon
43,41,414,1973,Nixon
44,42,414,1973,Nixon
45,43,414,1973,Nixon
46,44,414,1973,Nixon
47,45,414,1973,Nixon
48,46,414,1973,Nixon
49,47,414,1973,Nixon
50,48,414,1973,Nixon
51,49,414,1973,Nixon
52,49,414,1973,Nixon
53,50,414,1973,Nixon
54,50,414,1973,Nixon
55,51,414,1973,Nixon
56,51,414,1973,Nixon
57,52,414,1973,Nixon
58,53,414,1973,Nixon
59,54,414,1973,Nixon
60,55,414,1973,Nixon
61,56,414,1973,Nixon
62,57,414,1973,Nixon
63,58,414,1973,Nixon
64,59,414,1973,Nixon
65,60,414,1973,Nixon
66,60,414,1973,Nixon
67,61,414,1973,Nixon
68,61,414,1973,Nixon
69,62,414,1973,Nixon
70,62,414,1973,Nixon
71,62,414,1973,Nixon
72,62,414,1973,Nixon
73,62,414,1973,Nixon
74,63,414,1973,Nixon
75,63,414,1973,Nixon
76,63,414,1973,Nixon
77,64,414,1973,Nixon
78,65,414,1973,Nixon
79,66,414,1973,Nixon
80,67,414,1973,Nixon
81,67,414,1973,Nixon
82,68,414,1973,Nixon
83,68,414,1973,Nixon
84,68,414,1973,Nixon
85,69,414,1973,Nixon
86,70,414,1973,Nixon
87,71,414,1973,Nixon
88,72,414,1973,Nixon
89,73,414,1973,Nixon
90,73,414,1973,Nixon
91,74,414,1973,Nixon
92,75,414,1973,Nixon
93,76,414,1973,Nixon
94,77,414,1973,Nixon
95,77,414,1973,Nixon
96,78,414,1973,Nixon
97,78,414,1973,Nixon
98,79,414,1973,Nixon
99,80,414,1973,Nixon
100,81,414,1973,Nixon
101,82,414,1973,Nixon
102,83,414,1973,Nixon
103,84,414,1973,Nixon
104,85,414,1973,Nixon
105,86,414,1973,Nixon
106,87,414,1973,Nixon
107,88,414,1973,Nixon
108,89,414,1973,Nixon
109,89,414,1973,Nixon
110,90,414,1973,Nixon
111,91,414,1973,Nixon
112,92,414,1973,Nixon
113,93,414,1973,Nixon
114,93,414,1973,Nixon
115,93,414,1973,Nixon
116,94,414,1973,Nixon
117,94,414,1973,Nixon
118,95,414,1973,Nixon
119,96,414,1973,Nixon
120,97,414,1973,Nixon
121,98,414,1973,Nixon
122,98,414,1973,Nixon
123,99,414,1973,Nixon
124,100,414,1973,Nixon
125,101,414,1973,Nixon
126,102,414,1973,Nixon
127,102,414,1973,Nixon
