0,1,884,1861,Lincoln
1,2,884,1861,Lincoln
2,3,884,1861,Lincoln
3,4,884,1861,Lincoln
4,5,884,1861,Lincoln
5,6,884,1861,Lincoln
6,7,884,1861,Lincoln
7,8,884,1861,Lincoln
8,9,884,1861,Lincoln
9,10,884,1861,Lincoln
10,11,884,1861,Lincoln
11,12,884,1861,Lincoln
12,13,884,1861,Lincoln
13,14,884,1861,Lincoln
14,15,884,1861,Lincoln
15,16,884,1861,Lincoln
16,17,884,1861,Lincoln
17,18,884,1861,Lincoln
18,18,884,1861,Lincoln
19,18,884,1861,Lincoln
20,19,884,1861,Lincoln
21,20,884,1861,Lincoln
22,21,884,1861,Lincoln
23,22,884,1861,Lincoln
24,23,884,1861,Lincoln
25,23,884,1861,Lincoln
26,24,884,1861,Lincoln
27,25,884,1861,Lincoln
28,26,884,1861,Lincoln
29,27,884,1861,Lincoln
30,28,884,1861,Lincoln
31,29,884,1861,Lincoln
32,30,884,1861,Lincoln
33,31,884,1861,Lincoln
34,32,884,1861,Lincoln
35,33,884,1861,Lincoln
36,34,884,1861,Lincoln
37,35,884,1861,Lincoln
38,36,884,1861,Lincoln
39,37,884,1861,Lincoln
40,38,884,1861,Lincoln
41,38,884,1861,Lincoln
42,39,884,1861,Lincoln
43,40,884,1861,Lincoln
44,40,884,1861,Lincoln
45,41,884,1861,Lincoln
46,42,884,1861,Lincoln
47,43,884,1861,Lincoln
48,44,884,1861,Lincoln
49,45,884,1861,Lincoln
50,46,884,1861,Lincoln
51,47,884,1861,Lincoln
52,48,884,1861,Lincoln
53,49,884,1861,Lincoln
54,49,884,1861,Lincoln
55,50,884,1861,Lincoln
56,51,884,1861,Lincoln
57,52,884,1861,Lincoln
58,53,884,1861,Lincoln
59,54,884,1861,Lincoln
60,55,884,1861,Lincoln
61,56,884,1861,Lincoln
62,57,884,1861,Lincoln
63,58,884,1861,Lincoln
64,59,884,1861,Lincoln
65,60,884,1861,Lincoln
66,61,884,1861,Lincoln
67,61,884,1861,Lincoln
68,61,884,1861,Lincoln
69,62,884,1861,Lincoln
70,63,884,1861,Lincoln
71,63,884,1861,Lincoln
72,63,884,1861,Lincoln
73,64,884,1861,Lincoln
74,64,884,1861,Lincoln
75,65,884,1861,Lincoln
