0,1,1216,1909,Taft
1,2,1216,1909,Taft
2,3,1216,1909,Taft
3,4,1216,1909,Taft
4,5,1216,1909,Taft
5,6,1216,1909,Taft
6,7,1216,1909,Taft
7,7,1216,1909,Taft
8,8,1216,1909,Taft
9,9,1216,1909,Taft
10,10,1216,1909,Taft
11,11,1216,1909,Taft
12,12,1216,1909,Taft
13,13,1216,1909,Taft
14,14,1216,1909,Taft
15,15,1216,1909,Taft
16,16,1216,1909,Taft
17,17,1216,1909,Taft
18,18,1216,1909,Taft
19,19,1216,1909,Taft
20,20,1216,1909,Taft
21,21,1216,1909,Taft
22,22,1216,1909,Taft
23,23,1216,1909,Taft
24,23,1216,1909,Taft
25,24,1216,1909,Taft
26,25,1216,1909,Taft
27,25,1216,1909,Taft
28,26,1216,1909,Taft
29,27,1216,1909,Taft
30,28,1216,1909,Taft
31,29,1216,1909,Taft
32,30,1216,1909,Taft
33,31,1216,1909,Taft
34,32,1216,1909,Taft
35,33,1216,1909,Taft
36,34,1216,1909,Taft
37,35,1216,1909,Taft
38,36,1216,1909,Taft
39,36,1216,1909,Taft
40,37,1216,1909,Taft
41,38,1216,1909,Taft
42,39,1216,1909,Taft
43,40,1216,1909,Taft
44,41,1216,1909,Taft
45,42,1216,1909,Taft
46,43,1216,1909,Taft
47,44,1216,1909,Taft
48,45,1216,1909,Taft
49,45,1216,1909,Taft
50,46,1216,1909,Taft
51,47,1216,1909,Taft
52,48,1216,1909,Taft
53,49,1216,1909,Taft
54,50,1216,1909,Taft
55,50,1216,1909,Taft
56,50,1216,1909,Taft
57,51,1216,1909,Taft
58,51,1216,1909,Taft
59,51,1216,1909,Taft
60,52,1216,1909,Taft
61,53,1216,1909,Taft
62,54,1216,1909,Taft
63,54,1216,1909,Taft
64,55,1216,1909,Taft
65,56,1216,1909,Taft
66,56,1216,1909,Taft
67,57,1216,1909,Taft
68,58,1216,1909,Taft
69,59,1216,1909,Taft
70,60,1216,1909,Taft
71,61,1216,1909,Taft
72,61,1216,1909,Taft
73,62,1216,1909,Taft
74,63,1216,1909,Taft
75,64,1216,1909,Taft
76,65,1216,1909,Taft
77,66,1216,1909,Taft
78,67,1216,1909,Taft
79,68,1216,1909,Taft
80,69,1216,1909,Taft
81,70,1216,1909,Taft
82,71,1216,1909,Taft
83,71,1216,1909,Taft
84,72,1216,1909,Taft
85,72,1216,1909,Taft
86,73,1216,1909,Taft
87,74,1216,1909,Taft
88,75,1216,1909,Taft
89,76,1216,1909,Taft
90,77,1216,1909,Taft
91,78,1216,1909,Taft
92,79,1216,1909,Taft
93,80,1216,1909,Taft
94,81,1216,1909,Taft
95,82,1216,1909,Taft
96,82,1216,1909,Taft
97,83,1216,1909,Taft
98,84,1216,1909,Taft
99,85,1216,1909,Taft
100,86,1216,1909,Taft
101,87,1216,1909,Taft
102,88,1216,1909,Taft
103,88,1216,1909,Taft
104,89,1216,1909,Taft
105,90,1216,1909,Taft
106,91,1216,1909,Taft
107,92,1216,1909,Taft
108,93,1216,1909,Taft
109,94,1216,1909,Taft
110,94,1216,1909,Taft
111,95,1216,1909,Taft
112,96,1216,1909,Taft
113,97,1216,1909,Taft
114,98,1216,1909,Taft
115,99,1216,1909,Taft
116,99,1216,1909,Taft
117,100,1216,1909,Taft
118,101,1216,1909,Taft
119,101,1216,1909,Taft
120,102,1216,1909,Taft
121,102,1216,1909,Taft
122,103,1216,1909,Taft
123,104,1216,1909,Taft
124,105,1216,1909,Taft
125,106,1216,1909,Taft
126,107,1216,1909,Taft
127,108,1216,1909,Taft
128,108,1216,1909,Taft
129,109,1216,1909,Taft
130,110,1216,1909,Taft
131,111,1216,1909,Taft
132,111,1216,1909,Taft
133,112,1216,1909,Taft
134,112,1216,1909,Taft
135,112,1216,1909,Taft
136,113,1216,1909,Taft
137,113,1216,1909,Taft
138,113,1216,1909,Taft
139,114,1216,1909,Taft
140,114,1216,1909,Taft
141,115,1216,1909,Taft
142,115,1216,1909,Taft
143,116,1216,1909,Taft
144,117,1216,1909,Taft
145,117,1216,1909,Taft
146,118,1216,1909,Taft
147,119,1216,1909,Taft
148,120,1216,1909,Taft
149,121,1216,1909,Taft
150,122,1216,1909,Taft
151,123,1216,1909,Taft
152,124,1216,1909,Taft
153,125,1216,1909,Taft
154,125,1216,1909,Taft
155,125,1216,1909,Taft
156,125,1216,1909,Taft
157,126,1216,1909,Taft
158,127,1216,1909,Taft
159,128,1216,1909,Taft
160,129,1216,1909,Taft
161,130,1216,1909,Taft
162,131,1216,1909,Taft
163,131,1216,1909,Taft
164,131,1216,1909,Taft
165,132,1216,1909,Taft
166,132,1216,1909,Taft
167,132,1216,1909,Taft
